Date,City,Total City Frequency,State or Territory,Total Deaths,Perpetrator Deaths,Total Injuries,Perpetrator Injuries,Total Victims,Description,Month
2025-05-17,Seattle,1,Washington,3,0,1,0,4,Three people were killed and one man was critically injured in a shooting at a nightclub in Downtown Seattle.[307],5.0
2025-05-18,Macon,1,Georgia,3,0,6,0,9,Three people were killed and six others were injured in a shooting at a bar.[305],5.0
2025-05-18,St. Louis,4,Missouri,4,0,0,0,4,Four people were found fatally shot inside an apartment building in Carondelet.[304],5.0
2025-05-20,Rayville,1,Louisiana,0,0,4,0,4,Four people were found injured at an apartment building.[303],5.0
2025-05-22,McKinney,1,Texas,1,0,3,0,4,A man shot four people outside a sports bar following a dispute.[302],5.0
2025-05-23,Chester,1,Pennsylvania,1,0,5,0,6,A 16-year-old boy was killed and five others were injured in a shooting at a house party.[301],5.0
2025-05-24,Savannah,1,Georgia,0,0,4,0,4,A physical altercation between two groups escalated into a shooting that left four injured near Ellis Square.[300],5.0
2025-05-24,Colorado Springs,1,Colorado,0,0,6,0,6,"Six people were injured, including one critically, after an argument with multiple people escalated near Mitchell High School.[299]",5.0
2025-05-24,Jackson,5,Tennessee,0,0,7,0,7,"Seven people were shot, including juveniles, at Kate Campbell Robertson Memorial Park.[298]",5.0
2025-05-25,Little River,1,South Carolina,0,0,10,0,10,"Ten people were shot due to an altercation on a docked charter boat in the Intracoastal Waterway and in a marina. One other person suffered a non-gunshot injury as a result of the incident. Additionally, a North Myrtle Beach police officer accidentally shot himself while responding to the scene.[297]",5.0
2025-05-26,Alexandria,1,Virginia,0,0,4,0,4,Four people were shot in the Arlandria neighborhood over a dispute.[296],5.0
2025-05-26,Philadelphia,9,Pennsylvania,2,0,9,0,11,"Two people were killed and nine others, including three juveniles, were injured in a shooting at Fairmount Park.[295]",5.0
2025-05-27,Waterbury,1,Connecticut,0,0,5,0,5,Five people were wounded in a suspected targeted attack at Brass Mill Center.[294],5.0
2025-05-28,Atlanta,8,Georgia,0,0,4,0,4,Four men were shot at a gas station in southwest Atlanta.[292],5.0
2025-05-28,Lakewood,1,Washington,0,0,7,0,7,Seven people were wounded in a shooting at Harry Todd Park while hundreds of people were in attendance.[291],5.0
2025-05-28,Mākaha,1,Hawaii,1,0,3,0,4,A shooting killed a 19-year-old man and wounded three others.[293],5.0
2025-05-29,Gibson County,1,Indiana,3,0,1,0,4,"Officers responded to a shooting at a home southwest of Haubstadt where they encountered a male suspect, who surrendered to them. Three people were killed and another person was critically injured in the home.[290]",5.0
2025-05-29,Marion County,1,South Carolina,2,0,2,0,4,Two people were killed and two others were injured in a shooting south of Marion.[289],5.0
2025-05-30,Clarksville,1,Indiana,0,0,4,0,4,"Four people were injured in a shootout during a party at an apartment complex. It was initially reported there were five injuries, but a victim was counted at a hospital twice. Two suspects who are not adults were arrested.[288]",5.0
2025-05-31,Chicago,21,Illinois,0,0,7,0,7,Seven teenagers were shot in a drive-by shooting on a crowd at an after-prom party at a house on the South Side near Saint Sabina Church.[287],5.0
2025-05-31,Fayette,1,Mississippi,1,0,5,0,6,"Six people were shot, one fatally, during the Fayette Festival.[286]",5.0
2025-05-31,Snellville,1,Georgia,0,0,4,0,4,Four teenagers were shot at Briscoe Park.[285],5.0
2025-06-01,Minneapolis,8,Minnesota,1,0,5,0,6,A woman was killed in a vehicle and five others were injured in a shooting at Boom Island Park in the St. Anthony West neighborhood. Another woman suffered a non-gunshot injury.[280],6.0
2025-06-01,Asheville,1,North Carolina,1,1,4,0,5,"After a man was denied entry to a bar in Downtown Asheville for harassing a group of women, he retrieved a firearm from his vehicle and engaged in a scuffle with a bouncer and a patron who attempted to aid the bouncer. The man then opened fire, and the patron returned fire, killing the man. Four people were struck by gunfire in the exchange.[281][282]",6.0
2025-06-01,Catawba County,1,North Carolina,1,0,11,0,12,"One person was killed and eleven others were injured, one critically and ten seriously, in a shooting at a house party in the early morning south of Mountain View.[284]",6.0
2025-06-01,Danville,1,Virginia,1,0,4,0,5,A suspected exchange of gunfire between the occupants of a car and a gathering killed a man inside the vehicle and wounded four.[283],6.0
2025-06-05,Dallas,7,Texas,0,0,7,0,7,Seven people were shot in the Wheatley Place neighborhood.[279],6.0
2025-06-06,Columbia,1,South Carolina,1,0,3,0,4,A man was killed and three others were injured in a shooting inside a home hosting a house party in the Elmwood Park neighborhood.[278],6.0
2025-06-06,Milwaukee,5,Wisconsin,1,0,3,0,4,"Four people were shot, one fatally, outside a food store in the Hampton Heights neighborhood. Minutes later, another shooting on the same street killed one and wounded another, but it is unclear if the attacks were connected.[277]",6.0
2025-06-06,Cheneyville,1,Louisiana,0,0,5,0,5,Five people were wounded in a shooting near the town hall.[276],6.0
2025-06-07,Sanford,1,North Carolina,0,0,6,1,6,"An altercation that escalated into a gunfight at a bar left six injured, including two suspects.[275]",6.0
2025-06-07,Portsmouth,3,Virginia,0,0,4,0,4,"A shooting during a graduation party at a home wounded four, including two minors.[274]",6.0
2025-06-07,Benton Harbor,1,Michigan,0,0,6,0,6,Six people were injured in a shooting during a house party.[273],6.0
2025-06-08,Cleveland,6,Ohio,0,0,7,0,7,Seven teens were injured when gunshots erupted during drag racing in the Lee-Miles neighborhood.[272],6.0
2025-06-08,LaGrange,1,Georgia,1,0,6,0,7,A 19-year-old man was killed and six others were wounded in a shooting.[271],6.0
2025-06-08,Milwaukee,5,Wisconsin,0,0,4,0,4,Four people were wounded in a shooting near the Deer District in Downtown Milwaukee.[270],6.0
2025-06-09,Washington,4,District of Columbia,1,0,3,0,4,A man was killed and three others were injured in a shooting in the Trinidad neighborhood of Northeast DC.[269],6.0
2025-06-09,Augusta,2,Georgia,0,0,4,0,4,Four people were found shot in the lobby of an apartment building in the Summerville neighborhood.[268],6.0
2025-06-11,Detroit,3,Michigan,0,0,4,0,4,Four people were shot during a cookout in the Greenfield-Grand River neighborhood.[267],6.0
2025-06-11,Jacksonville,2,Florida,1,0,3,0,4,"A shooting at an apartment complex in the Magnolia Gardens neighborhood killed an 18-year-old and wounded three others, including at least one juvenile.[266]",6.0
2025-06-14,Champlin & Brooklyn Park,1,Minnesota,2,0,2,0,4,2025 shootings of Minnesota legislators: A suspect believed to be posing as a police officer shot state senator John Hoffman and his wife at their home in Champlin during the early morning hours. Officers then conducted a welfare check on state senator Melissa Hortman at her home in Brooklyn Park because she lived nearby. They found the suspect at Hortman's home; he exchanged gunfire with them before fleeing. Hortman and her husband were both found shot and died from their injuries.[264] The Hortman's dog was also shot and was later euthanized.[265],6.0
2025-06-14,Dover,2,Delaware,1,0,4,0,5,A man was killed and four others were injured when multiple people opened fire on them as they stood outside a house.[263],6.0
2025-06-14,Reno,2,Nevada,1,0,4,0,5,"An 18-year-old was killed and four others, including two juveniles, were injured in a shooting on a road south of Truckee Meadows Community College.[262]",6.0
2025-06-14,Columbus,3,Ohio,0,0,6,0,6,Six people were shot when a suspect opened fire from a vehicle in Downtown Columbus on a gathering of people.[261],6.0
2025-06-14,Nashville,3,Tennessee,1,0,4,0,5,"An argument between a woman and her boyfriend as they drove to visit family in Nashville escalated when the boyfriend allegedly attempted to crash the vehicle before opening fire on her and her five children, striking her and four of her children. The man then allegedly chased her as she ran for help, but was taken into custody. The woman's 4-year-old child was killed.[260]",6.0
2025-06-14,Kansas City,6,Missouri,1,0,4,0,5,A woman was killed and four others were injured in a shooting in the parking lot of a BP gas station on the East Side.[259],6.0
2025-06-14,Greenville,1,Mississippi,0,0,4,0,4,Four people were wounded in a shooting shortly before midnight.[258],6.0
2025-06-15,Hartford,2,Connecticut,0,0,5,0,5,"An argument inside a Caribbean American Society building in the Upper Albany neighborhood escalated when two groups opened fire on each other, wounding five.[253]",6.0
2025-06-15,Elkhart,2,Indiana,1,0,11,0,12,A person was killed and eleven others were injured when multiple people opened fire.[257],6.0
2025-06-15,Stark County,1,Ohio,0,0,4,0,4,Four people were wounded at a bar in an unincorporated enclave inside of Canton.[256],6.0
2025-06-15,West Valley City,1,Utah,3,0,2,0,5,"Three people were killed, including an infant, and two others were injured when a 16-year-old pulled out a gun after an argument and opened fire on a group of people at WestFest. The suspect was shot at by police but was not struck and was taken into custody.[254][255]",6.0
2025-06-16,Miami,1,Florida,2,0,2,0,4,Two men were killed inside vehicles and two others were injured in a shooting in the Little Haiti neighborhood.[252],6.0
2025-06-16,Cleveland,6,Ohio,1,0,5,0,6,A fight during a block party in the St. Clair–Superior neighborhood escalated into a shooting that killed a man and injured five others.[251],6.0
2025-06-16,Middletown,1,Ohio,1,0,3,0,4,A man was killed and three others were injured when shots were fired at patrons as they left a bar as it closed.[250],6.0
2025-06-17,Milwaukee,5,Wisconsin,0,0,4,0,4,Four adults were shot in the Walker's Point neighborhood.[249],6.0
2025-06-17,Winston County,1,Mississippi,1,0,3,0,4,A man was killed and three others were injured in a drive-by shooting south of Louisville.[248],6.0
2025-06-19,Tulsa,5,Oklahoma,0,0,4,0,4,"After a party was broken up by police officers, the partygoers moved to a parking lot in the Riverview neighborhood where multiple shooters opened fire, wounding at least four.[247]",6.0
2025-06-20,Milwaukee,5,Wisconsin,1,0,4,0,5,A 19-year-old woman was killed and four other teenagers were wounded in a shooting in the Northridge neighborhood.[246],6.0
2025-06-21,Moreno Valley,1,California,0,0,6,0,6,Six teenagers were shot in a parking lot during a social gathering.[241],6.0
2025-06-21,Tulsa,5,Oklahoma,0,0,5,0,5,"Five people were injured, including four teenagers, when shots were fired at an abandoned warehouse being used for a party. Two others suffered non-gunshot injuries while fleeing the gunfire.[242]",6.0
2025-06-21,Tulsa,5,Oklahoma,1,0,7,0,8,A man was killed under an overpass and seven others were injured in a shooting during Juneteenth celebrations in the area of the Greenwood District and Oklahoma State University–Tulsa.[243],6.0
2025-06-21,Anderson County,1,South Carolina,1,0,9,0,10,A woman was killed and nine others were injured in a shooting when a fight at a Juneteenth celebration escalated west of Anderson.[245],6.0
2025-06-21,Compton,1,California,0,0,4,0,4,Four people were shot at Sibrie Park just east of Dr. Ronald E. McNair Elementary.[244],6.0
2025-06-22,Baton Rouge,1,Louisiana,1,0,5,0,6,"A fight among of group of women at a nightclub escalated when a group of men intervened and began exchanging gunfire with each other in the parking lot. A police officer exchanged gunfire with a gunman, but neither was injured. A woman was killed and five others were injured during the shootout.[240]",6.0
2025-06-22,Oakland County,1,Michigan,1,0,3,0,4,"A man was killed and three others, including two teenagers, were wounded in a shooting at a park just north of Detroit.[239]",6.0
2025-06-22,Kansas City,6,Missouri,1,0,5,0,6,A man was killed and four others were wounded in a shooting in the Wendell Phillips neighborhood.[238],6.0
2025-06-22,Springfield,2,Missouri,0,0,4,0,4,Four people were shot at an apartment complex in Downtown Springfield.[237],6.0
2025-06-22,Pittsburgh,1,Pennsylvania,0,0,5,0,5,At least five people were struck by gunfire and around ten other people were treated for graze wounds or injuries from falling in the East Liberty neighborhood.[236],6.0
2025-06-23,Baltimore,5,Maryland,0,0,4,0,4,"Four people were shot, including three teenagers, in a drive-by shooting in the Carrollton Ridge neighborhood.[235]",6.0
2025-06-23,Baltimore,5,Maryland,0,0,4,0,4,Four people were shot in the area of the Edmondson Avenue Historic District.[235],6.0
2025-06-23,Newark,1,New Jersey,1,0,4,0,5,A teenager was killed and four others were injured in a shooting in the Roseville neighborhood.[234],6.0
2025-06-23,Jonesboro,1,Georgia,0,0,4,0,4,"A fight after a basketball game at a Baptist church led to a shooting in the parking lot, which injured four.[233]",6.0
2025-06-26,Trenton,1,New Jersey,1,0,3,0,4,"A drive-by shooting killed a man and injured three others, including a teenage girl, in Central West Trenton.[232]",6.0
2025-06-27,Portland,1,Oregon,0,0,4,0,4,"A shooting outside an event center in the Centennial neighborhood left four injured, including a 15-year-old boy. A 16-year-old boy was arrested in connection for the shooting after he was identified by witnesses when he was located hiding inside a shed in the Glenfair neighborhood.[231]",6.0
2025-06-28,Austin,2,Texas,0,0,4,0,4,Four people were wounded in a shooting in the parking lot of a strip mall in the North Oaks neighborhood.[227],6.0
2025-06-28,New Orleans,4,Louisiana,0,0,4,0,4,A shooting during a house party in the Little Woods neighborhood left four people wounded.[230],6.0
2025-06-28,Kansas City,6,Missouri,1,0,3,0,4,A shooting killed a man and wounded three others in the East Community neighborhood on the East Side.[229],6.0
2025-06-28,Springfield,2,Ohio,1,0,4,0,5,A shooting during a house party killed a person and wounded four others in the Roanoke neighborhood.[228],6.0
2025-06-29,Mobile,3,Alabama,0,0,4,0,4,"A drive-by shooting wounded the four occupants of another vehicle, causing them to crash, in the Lyons Park neighborhood.[226]",6.0
2025-06-29,Kingstree,1,South Carolina,2,0,2,0,4,Two boys were killed and another two were wounded in a shooting at an apartment complex.[225],6.0
2025-06-29,Jersey City,1,New Jersey,0,0,5,0,5,Five people were wounded when shots were fired during a block party in the Greenville neighborhood.[223][224],6.0
2025-07-01,Nicholasville,1,Kentucky,0,0,4,0,4,"Four people were injured inside a vehicle, including two children, in a drive-by shooting.[222]",7.0
2025-07-02,Chicago,21,Illinois,4,0,14,0,18,2025 Chicago shooting: A drive-by shooting occurred outside a restaurant holding a rapper's album release party in the River North neighborhood. Four people were killed and 14 were hospitalized.[221],7.0
2025-07-03,Chicago,21,Illinois,0,0,5,0,5,Five people were wounded in a shooting in the Riverdale neighborhood on the Far South Side.[219][220],7.0
2025-07-03,Chicago,21,Illinois,0,0,4,0,4,Four men were injured when at least two people opened fire on them as they stood near a sidewalk in the West Englewood neighborhood.[218],7.0
2025-07-03,Atlanta,8,Georgia,0,0,4,0,4,Four people were wounded when shots were fired into their apartment in the Summerhill neighborhood.[217],7.0
2025-07-04,Dayton,1,Ohio,0,0,4,0,4,Four people were injured in a shooting during an Independence Day block party in the Southern Dayton View neighborhood.[211],7.0
2025-07-04,Albany,2,New York,0,0,4,0,4,"At the end of Independence Day celebrations, an altercation in the Center Square/Hudson–Park Historic District area led to a person firing a handgun, striking four people, including a teenager, and another person firing a flaregun that started a structure fire. A responding officer was also injured when they were struck by a vehicle that was hit by an ambulance.[212]",7.0
2025-07-04,Chicago,21,Illinois,0,0,7,0,7,Seven people were injured when at least two men approached them and opened fire in the Back of the Yards neighborhood.[215],7.0
2025-07-04,Charlottesville,1,Virginia,0,0,5,0,5,"Five people, including two teenagers and two young children, were shot in the Fifeville neighborhood.[214]",7.0
2025-07-04,Columbus,3,Ohio,1,0,5,0,6,"During an overnight house party in the Southern Orchards neighborhood, a shooting killed a teenager and wounded five others, including another teenager.[216]",7.0
2025-07-04,Los Angeles,7,California,0,0,4,0,4,A suspected gang-related shooting wounded four in the Vermont Vista neighborhood.[213],7.0
2025-07-05,Dallas,7,Texas,1,0,5,0,6,"A fight in a parking lot under a bridge in the Deep Ellum neighborhood escalated into a shooting that killed a man and injured four others. An armed man, who has not yet been charged, was shot by police after police allege he ran towards responding police officers with his gun pointed towards them.[195][196]",7.0
2025-07-05,Sedro-Woolley,1,Washington,1,0,5,0,6,A shooting at a park killed one person and injured five others.[197],7.0
2025-07-05,Talladega County,1,Alabama,4,0,0,0,4,"Officers conducting a welfare check on a woman at the request of her grandmother found four people shot to death in an apartment leased by the woman's boyfriend.[198] On July 22, a man was taken into custody and charged with four counts of capital murder for the shooting.[199]",7.0
2025-07-05,Honolulu,1,Hawaii,0,0,4,0,4,Four men were wounded in a drive-by shooting in the Kalihi neighborhood.[200],7.0
2025-07-05,St. Louis,4,Missouri,1,0,3,0,4,"A man was killed and three others, including a teenager, was injured in a shooting in the Near North Riverfront neighborhood.[201]",7.0
2025-07-05,San Francisco,4,California,1,0,4,0,5,One person was killed and four others were injured in a shooting in the Hunters Point neighborhood.[202],7.0
2025-07-05,Fort Wayne,1,Indiana,1,0,3,0,4,"Four teenagers were shot, one killed, in the West Central area of Downtown Fort Wayne.[205]",7.0
2025-07-05,Chicago,21,Illinois,0,0,4,0,4,Four men were injured in a drive-by shooting as they sat in a vehicle together in the Little Village neighborhood.[204],7.0
2025-07-05,Lubbock,1,Texas,1,1,5,0,6,"A fight at a gas station escalated when a man opened fire in a crowd, wounding five people, but a responding police officer allegedly shot the man when he aimed the gun at the crowd again while fleeing before fatally shooting him as he reached for the gun after he was initially shot.[203]",7.0
2025-07-05,Philadelphia,9,Pennsylvania,0,0,8,0,8,"Eight people, two critically, were injured when a shooting broke out at a bar in the Passyunk Square neighborhood of South Philadelphia.[210]",7.0
2025-07-05,Indianapolis,4,Indiana,2,0,5,0,7,"Two people, including a juvenile, were killed and five others, including two other juveniles, were injured in a shooting in Downtown Indianapolis.[209]",7.0
2025-07-05,Cleveland,6,Ohio,1,0,5,0,6,A man was killed and five others were wounded in a shooting at the Shoppes at Buckeye in Buckeye–Woodhill.[207],7.0
2025-07-05,Brockton,1,Massachusetts,0,0,6,0,6,A fight during an Independence Day party escalated into a shooting that injured six people.[206],7.0
2025-07-05,Albany,2,New York,0,0,5,0,5,Four teens and a middle-aged adult were shot in the Arbor Hill neighborhood.[208],7.0
2025-07-06,Toledo,1,Ohio,2,0,2,0,4,A shooting outside a bar killed two people and wounded two others.[194],7.0
2025-07-06,Natchitoches,1,Louisiana,1,0,5,0,6,A teenager was killed and five others were injured in a shooting.[193],7.0
2025-07-07,Philadelphia,9,Pennsylvania,0,0,4,0,4,Four young men were shot in the Haddington neighborhood of West Philadelphia.[190],7.0
2025-07-07,Akron,1,Ohio,0,0,5,0,5,"A group of more than 100 people partied in the parking lot of Mason Community Learning Center, an elementary school in the Middlebury neighborhood, after getting kicked out of a Waffle House in Springfield Township. During the party, a shooting began that wounded five people, including at least one teenager, and ten others were injured when they were struck by vehicles as people fled the attack.[189]",7.0
2025-07-07,Los Angeles,7,California,0,0,4,0,4,Four people were shot in the Broadway-Manchester neighborhood.[188],7.0
2025-07-07,Philadelphia,9,Pennsylvania,3,0,9,0,12,"A gunfight between multiple suspects in the Grays Ferry neighborhood killed three people and wounded nine others, including two juveniles.[191] One person was injured when they were trampled by people fleeing the attack.[192]",7.0
2025-07-08,"Rupert, Burley, & Heyburn",1,Idaho,4,0,0,0,4,"A man is suspected to have shot and killed a woman in her home in Rupert before driving to Burley where he shot and killed two people inside another home. After the man was arrested, officers were asked to check behind a café in Heyburn where they found a man dead from a gunshot wound inside a vehicle. All four people are believed to have been shot by the same man.[187]",7.0
2025-07-12,Easton,1,Pennsylvania,0,0,5,0,5,Five people were shot in the South Side of Easton.[183],7.0
2025-07-12,Chattanooga,1,Tennessee,0,0,4,0,4,Four people were shot during a Tyner Academy class reunion being hosted at a convention center.[186],7.0
2025-07-12,Milwaukee,5,Wisconsin,2,0,3,0,5,Two people were killed and three others were injured when shots were fired outside a bar in Downtown Milwaukee.[185],7.0
2025-07-12,Round Rock,1,Texas,2,0,2,0,4,Two people were killed and two others were injured in a shooting at an apartment complex.[184],7.0
2025-07-13,Houston,7,Texas,2,0,15,0,17,A drive-by shooting outside a nightclub in the Golfcrest / Bellfort / Reveille neighborhood of Southeast Houston killed two people and wounded fifteen others.[180],7.0
2025-07-13,Lexington,1,Kentucky,3,1,3,0,6,"2025 Lexington shootings: A man shot a state trooper near Blue Grass Airport during a traffic stop before hijacking a vehicle and driving to a church where he shot four people, killing two women and injuring two men. Responding officers shot and killed the man at the church.[181]",7.0
2025-07-13,Charlotte,2,North Carolina,1,0,5,0,6,One person was killed and five others were injured in a shooting in Uptown Charlotte.[182],7.0
2025-07-15,New York City,7,New York,0,0,4,0,4,"Four people, including a teenage boy, were struck by gunfire in the Belmont neighborhood in the Bronx.[179]",7.0
2025-07-19,Shelby County,1,Tennessee,1,0,4,0,5,A shooting killed a football player for the Ole Miss Rebels and injured four others just east of Memphis in the Cordova area.[177],7.0
2025-07-19,Little Rock,2,Arkansas,0,0,4,0,4,Four people were injured in a shooting at an apartment complex in Downtown Little Rock.[176],7.0
2025-07-19,Cleveland,6,Ohio,1,0,3,0,4,"Four teenagers were shot, one fatally, during an unauthorized block party in the Lee–Miles neighborhood.[175]",7.0
2025-07-19,Chicago,21,Illinois,1,0,3,0,4,A shooting in South Chicago killed a man and injured three others.[178],7.0
2025-07-20,Chicago,21,Illinois,0,0,4,0,4,Four men were shot when they were reportedly attacked by three armed men in the Austin neighborhood.[174],7.0
2025-07-20,Waynesboro,1,Mississippi,0,0,5,0,5,A drive-by shooting wounded five people.[173],7.0
2025-07-23,Needles,1,California,1,0,3,0,4,A shooting at an apartment complex killed one man and injured three others.[172],7.0
2025-07-24,Atlanta,8,Georgia,1,0,5,0,6,A 17-year-old boy was killed and five others were injured in a shooting at Empire Park in the Glenrose Heights neighborhood.[171],7.0
2025-07-24,Philadelphia,9,Pennsylvania,0,0,4,0,4,"A shooting during a graduation party in the Stanton neighborhood wounded four people, including two children and their mother, and a man who happened to be passing by the party at the time of the incident.[170]",7.0
2025-07-26,Denver,2,Colorado,0,0,4,0,4,Four people were injured in a shooting in the LoDo neighborhood.[167],7.0
2025-07-26,Yazoo City,1,Mississippi,0,0,4,0,4,Four juveniles were shot in a suspected gang-related attack.[168],7.0
2025-07-26,Philadelphia,9,Pennsylvania,2,0,2,0,4,"Two men were killed and two others, a mother and her 7-year-old girl, were injured in a shooting in the Nicetown–Tioga neighborhood.[169]",7.0
2025-07-27,Mount Vernon,1,Illinois,2,0,5,0,7,A shooting during an unsanctioned event killed two people and injured five others less than an hour after midnight.[166],7.0
2025-07-27,Indianapolis,4,Indiana,0,0,5,0,5,"Five people were injured in a shooting in northeast Indianapolis, four of whom were in a vehicle at the time of the attack.[165]",7.0
2025-07-27,Chicago,21,Illinois,0,0,4,0,4,Four teenagers were injured in a shooting in the West Garfield Park neighborhood.[164],7.0
2025-07-27,Atlanta,8,Georgia,1,0,10,0,11,A confrontation at a streetcar stop in the Sweet Auburn neighborhood escalated into a shooting that killed a man and injured ten others.[163],7.0
